date,ind,rain,ind,temp,ind,wetb,dewpt,vappr,rhum,msl
1/15/13 09:00,0,0,0,0.2,0,-0.4,-1.6,5.4,87,1014.1
1/15/13 10:00,0,0,0,0.8,0,0.1,-1.3,5.6,86,1013.4
1/15/13 11:00,0,0,0,2.2,0,1.1,-1,5.7,79,1013.7
1/15/13 12:00,0,0,0,3.2,0,1.7,-1,5.7,74,1013.6
1/15/13 13:00,0,0,0,3.4,0,2,-0.3,6,76,1012.7
1/15/13 14:00,0,0,0,3.2,0,2,-0.1,6.1,79,1012.1
1/15/13 15:00,0,0,0,3.1,0,2,0.2,6.2,81,1011.4
1/15/13 16:00,0,0,0,2.5,0,1.6,0.1,6.2,84,1011
1/15/13 17:00,0,0,0,1.7,0,1.1,-0.1,6.1,87,1010.6
1/15/13 18:00,0,0,0,0.9,0,0.4,-0.7,5.8,89,1010.1
1/15/13 19:00,0,0,0,0.4,0,-0.1,-1,5.7,90,1009.7
1/15/13 20:00,0,0,0,0.9,0,0.4,-0.5,5.9,90,1009
1/15/13 21:00,0,0,0,1.4,0,0.9,0,6.1,89,1008.5
1/15/13 22:00,0,0,0,3.3,0,2.3,0.8,6.5,83,1008.1
1/15/13 23:00,0,0,0,3.9,0,2.8,0.9,6.5,80,1007.7
1/16/13 00:00,0,0,0,4.1,0,2.9,1,6.6,80,1007.4
1/16/13 01:00,0,0,0,4.7,0,3.3,1.1,6.6,77,1006.9
1/16/13 02:00,0,0,0,5,0,3.5,1.3,6.7,77,1006.9
1/16/13 03:00,0,0,0,4.8,0,3.5,1.4,6.7,78,1007.2
1/16/13 04:00,0,0,0,4.7,0,3.2,0.7,6.4,75,1007.7
1/16/13 05:00,0,0,0,4.4,0,2.9,0.5,6.3,76,1007.5
1/16/13 06:00,0,0,0,4.3,0,2.8,0.4,6.3,75,1007.6
1/16/13 07:00,0,0,0,3.9,0,2.5,0.3,6.2,77,1007.8
1/16/13 08:00,0,0,0,3.8,0,2.5,0.3,6.3,78,1008.3
1/16/13 09:00,0,0,0,4,0,2.7,0.7,6.4,78,1008.9
1/16/13 10:00,0,0,0,4.4,0,3,0.8,6.5,77,1009.2
1/16/13 11:00,0,0.1,0,4.3,0,3.3,1.8,6.9,83,1010
1/16/13 12:00,0,0.9,0,4.3,0,3.5,2.3,7.2,87,1010.3
1/16/13 13:00,0,0.6,0,4.4,0,3.7,2.6,7.4,87,1010.3
1/16/13 14:00,0,0.7,0,4.4,0,3.7,2.6,7.4,88,1010.2
1/16/13 15:00,0,0.3,0,4.3,0,3.6,2.6,7.4,88,1009.9
1/16/13 16:00,0,0.3,0,4.2,0,3.5,2.6,7.3,89,1010.6
1/16/13 17:00,0,0.1,0,4.1,0,3.5,2.7,7.4,90,1010.8
1/16/13 18:00,0,0.3,0,4.1,0,3.5,2.7,7.4,90,1011.4
1/16/13 19:00,0,0.2,0,4,0,3.5,2.7,7.4,91,1011.2
1/16/13 20:00,0,0.1,0,4.1,0,3.6,2.9,7.5,91,1011
1/16/13 21:00,0,0,0,5.4,0,4.4,3,7.6,84,1011
1/16/13 22:00,0,0,0,5.1,0,4.3,3.2,7.7,87,1011.4
1/16/13 23:00,0,0.1,0,5.3,0,4.6,3.5,7.9,88,1011.3
1/17/13 00:00,0,0.2,0,5.4,0,4.8,3.8,8,89,1011.6
1/17/13 01:00,0,0.2,0,5.5,0,4.9,4,8.1,89,1011.4
1/17/13 02:00,0,0,0,5.8,0,5.1,4.2,8.2,89,1011.3
1/17/13 03:00,0,0,0,5.9,0,5.2,4.3,8.3,89,1011.1
1/17/13 04:00,0,0.1,0,5.7,0,5.1,4.3,8.3,90,1010.8
1/17/13 05:00,0,0,0,5.1,0,4.5,3.7,8,90,1010.4
1/17/13 06:00,0,0,0,4.4,0,3.8,3.1,7.6,91,1010
1/17/13 07:00,0,0,0,5,0,4.5,3.8,8,91,1010.2
1/17/13 08:00,0,0,0,5,0,4.5,3.8,8,91,1010.1
1/17/13 09:00,0,0,0,4.5,0,4.1,3.4,7.8,93,1010.3
1/17/13 10:00,0,0,0,5.1,0,4.6,4,8.1,92,1010.2
1/17/13 11:00,0,0,0,7,0,6.4,5.7,9.2,91,1009.4
1/17/13 12:00,0,0,0,8,0,6.9,5.4,9,83,1008.7
1/17/13 13:00,0,0,0,8.2,0,7,5.6,9.1,84,1008
1/17/13 14:00,0,0,0,8.7,0,6.9,4.7,8.6,76,1007.2
1/17/13 15:00,0,0,0,8.2,0,6.9,5.3,8.9,81,1006.5
1/17/13 16:00,0,0,0,6.9,0,6,4.9,8.7,87,1005.8
1/17/13 17:00,0,0,0,6.7,0,5.8,4.7,8.5,87,1005.4
1/17/13 18:00,0,0,0,6.9,0,5.9,4.6,8.5,85,1004.7
1/17/13 19:00,0,0,0,7,0,6.1,4.9,8.6,86,1004.1
1/17/13 20:00,0,0,0,7.2,0,6.1,4.8,8.6,84,1003.5
1/17/13 21:00,0,0,0,6.7,0,5.7,4.4,8.4,85,1002.9
1/17/13 22:00,0,0,0,6.1,0,5.2,3.9,8.1,85,1002.3
1/17/13 23:00,0,0.1,0,5.6,0,4.6,3.1,7.6,83,1001.2
1/18/13 00:00,0,0.4,0,5.3,0,4.3,2.8,7.5,84,1000.5
1/18/13 01:00,0,0.6,0,4.9,0,3.9,2.3,7.2,83,1000.1
1/18/13 02:00,0,0.3,0,4.4,0,3.4,1.9,7,83,999.3
1/18/13 03:00,0,0.7,0,3.7,0,2.8,1.4,6.8,85,998.1
1/18/13 04:00,0,0.7,0,3.1,0,2.3,1,6.6,86,997.6
1/18/13 05:00,0,0.6,0,2.9,0,2.2,0.9,6.5,86,996.6
1/18/13 06:00,0,1.1,0,2.4,0,1.7,0.6,6.4,88,996.2
1/18/13 07:00,0,0.7,0,2.4,0,1.7,0.6,6.4,87,995.8
1/18/13 08:00,0,2.1,0,2.1,0,1.5,0.4,6.3,88,995.1
1/18/13 09:00,0,2.2,0,2.3,0,1.6,0.5,6.4,88,994.4
1/18/13 10:00,0,0.3,0,2.5,0,1.8,0.8,6.5,88,994.1
1/18/13 11:00,0,0.5,0,2.6,0,1.9,0.9,6.5,88,993.4
1/18/13 12:00,0,0.7,0,2.4,0,1.8,0.7,6.4,88,992.5
1/18/13 13:00,0,1.1,0,2.3,0,1.7,0.7,6.4,89,991.9
1/18/13 14:00,0,0.3,0,2.6,0,1.9,0.9,6.5,88,991.1
1/18/13 15:00,0,0.6,0,2.5,0,1.9,0.9,6.5,89,990.7
1/18/13 16:00,0,1.3,0,2.2,0,1.6,0.6,6.4,89,990.8
1/18/13 17:00,0,0.4,0,2,0,1.5,0.6,6.4,90,990.8
1/18/13 18:00,0,0.6,0,2.5,0,1.9,0.8,6.5,88,990.6
1/18/13 19:00,0,0.3,0,2.8,0,2.2,1.2,6.7,89,990.6
1/18/13 20:00,0,0.6,0,2.9,0,2.3,1.3,6.7,89,990.8
1/18/13 21:00,0,1.2,0,3.7,0,3.1,2.2,7.2,90,990.9
1/18/13 22:00,0,0.7,0,4,0,3.4,2.6,7.3,90,991.2
1/18/13 23:00,0,0.6,0,4,0,3.4,2.5,7.3,90,991.6
1/19/13 00:00,0,0.1,0,3.9,0,3.3,2.3,7.2,89,992.1
1/19/13 01:00,0,0,0,3.5,0,2.8,1.7,6.9,88,992.5
1/19/13 02:00,0,0,0,3.5,0,2.8,1.7,6.9,87,993.3
1/19/13 03:00,0,0,0,3.5,0,2.8,1.7,6.9,88,994.2
1/19/13 04:00,0,0,0,3.4,0,2.6,1.2,6.7,85,995
1/19/13 05:00,0,0.1,0,3.1,0,2.2,0.8,6.5,84,995.7
1/19/13 06:00,0,0.1,0,2.5,0,1.8,0.6,6.4,87,996.3
1/19/13 07:00,0,0,0,2,0,1.3,0.1,6.2,87,997
1/19/13 08:00,0,0.5,0,1.6,0,1,-0.1,6.1,88,998
1/19/13 09:00,0,0.7,0,2,0,1.3,0.2,6.2,87,998.7
1/19/13 10:00,0,0.1,0,2.1,0,1.4,0.2,6.2,87,999.5
1/19/13 11:00,0,0.2,0,1.9,0,1.2,-0.1,6.1,86,1000.2
1/19/13 12:00,0,0.2,0,2.2,0,1.4,-0.1,6.1,85,1000.2
1/19/13 13:00,0,0,0,2.3,0,1.4,-0.1,6.1,84,1000.2
1/19/13 14:00,0,0,0,2.2,0,1.3,-0.2,6,83,1000.5
1/19/13 15:00,0,0,0,2,0,1.3,0,6.1,86,1001
1/19/13 16:00,0,0.1,0,1.8,0,1.2,0.1,6.1,88,1001.5
1/19/13 17:00,0,0,0,1.5,0,0.8,-0.5,5.9,86,1001.9
1/19/13 18:00,0,0,0,2.4,0,1.1,-1.3,5.6,76,1002.2
1/19/13 19:00,0,0,0,2.4,0,1.2,-1,5.7,78,1002.1
1/19/13 20:00,0,0,0,2.7,0,1.2,-1.7,5.4,72,1002.2
1/19/13 21:00,0,0,0,2.7,0,1.1,-2,5.3,71,1002.2
1/19/13 22:00,0,0,0,2.7,0,0.8,-3,4.9,65,1002.3
1/19/13 23:00,0,0,0,2.6,0,0.6,-3.4,4.7,64,1002.3
1/20/13 00:00,0,0,0,2.6,0,0.6,-3.2,4.8,65,1002
1/20/13 01:00,0,0,0,2.6,0,0.7,-3.2,4.8,65,1001.7
1/20/13 02:00,0,0,0,2.7,0,0.8,-2.9,4.9,66,1001.3
1/20/13 03:00,0,0,0,2.7,0,0.8,-2.9,4.9,66,1001
1/20/13 04:00,0,0,0,2.7,0,0.5,-3.8,4.6,62,1001.1
1/20/13 05:00,0,0,0,2.7,0,0.6,-3.4,4.8,63,1000.7
1/20/13 06:00,0,0,0,2.8,0,0.4,-4.3,4.4,59,1000.4
1/20/13 07:00,0,0,0,2.6,0,0.5,-3.8,4.6,62,1000.2
1/20/13 08:00,0,0,0,2.6,0,0.6,-3.4,4.7,64,999.6
1/20/13 09:00,0,0,0,2.7,0,0.6,-3.5,4.7,63,999.2
1/20/13 10:00,0,0,0,2.9,0,0.8,-3,4.9,65,999
1/20/13 11:00,0,0,0,3.1,0,0.7,-4.1,4.5,58,998.9
1/20/13 12:00,0,0,0,2.4,0,0.7,-2.6,5,69,998.5
1/20/13 13:00,0,0,0,2.6,0,0.7,-3,4.9,66,997.7
1/20/13 14:00,0,0,0,1.9,0,0.6,-1.7,5.4,76,997.4
1/20/13 15:00,0,0,0,2.6,0,0.9,-2.4,5.1,69,996.6
1/20/13 16:00,0,0.1,0,2.4,0,0.7,-2.4,5.1,70,996.2
1/20/13 17:00,0,0,0,2.8,0,1,-2.3,5.1,69,996.1
1/20/13 18:00,0,0,0,2.8,0,0.8,-3,4.9,65,995.8
1/20/13 19:00,0,0,0,2.8,0,0.9,-2.7,5,67,995.6
1/20/13 20:00,0,0,0,2.9,0,0.9,-2.8,5,66,995.5
1/20/13 21:00,0,0,0,3,0,0.9,-3.1,4.9,64,995.4
1/20/13 22:00,0,0,0,3,0,0.9,-3,4.9,64,995.2
1/20/13 23:00,0,0,0,2.9,0,0.8,-3.2,4.8,64,995.3
1/21/13 00:00,0,0,0,2.9,0,0.9,-2.8,5,66,995.3
1/21/13 01:00,0,0,0,3,0,1.1,-2.6,5,66,995
1/21/13 02:00,0,0,0,2.9,0,1,-2.6,5.1,67,994.7
1/21/13 03:00,0,0,0,2.9,0,1.2,-2,5.3,69,994.3
1/21/13 04:00,0,0,0,3.1,0,1.3,-1.8,5.3,70,994.2
1/21/13 05:00,0,0.1,0,2.4,0,1.4,-0.5,5.9,80,994.5
1/21/13 06:00,0,0.2,0,1.5,0,0.8,-0.4,5.9,86,994.7
1/21/13 07:00,0,1.2,0,0.3,0,-0.2,-1,5.7,90,994.8
1/21/13 08:00,0,1.8,0,0.3,0,-0.1,-1,5.7,90,994.9
1/21/13 09:00,0,1.8,0,0.2,0,-0.3,-1.1,5.6,91,995.1
1/21/13 10:00,0,1.3,0,0.4,0,0,-0.8,5.8,91,994.9
1/21/13 11:00,0,0,0,0.7,0,0.2,-0.6,5.9,91,994.8
1/21/13 12:00,0,1,0,0.4,0,0,-0.8,5.7,91,994.6
1/21/13 13:00,0,0.8,0,1.3,0,0.9,0.1,6.1,91,994.1
1/21/13 14:00,0,0,0,1.7,0,1.2,0.3,6.2,89,993.5
1/21/13 15:00,0,0.1,0,1.7,0,1.1,0.1,6.1,89,993.6
1/21/13 16:00,0,0,0,1.7,0,1.2,0.1,6.2,89,993.7
1/21/13 17:00,0,0.3,0,1.6,0,1,0.1,6.1,89,993.9
1/21/13 18:00,0,0,0,1.3,0,0.8,-0.2,6,89,993.9
1/21/13 19:00,0,0,0,1.3,0,0.7,-0.2,6,89,994
1/21/13 20:00,0,0,0,1.1,0,0.5,-0.6,5.8,88,994.1
1/21/13 21:00,0,0,0,1,0,0.3,-1,5.7,86,994.1
1/21/13 22:00,0,0,0,0.9,0,0.3,-0.7,5.8,88,994.4
1/21/13 23:00,0,0,0,-0.1,0,-0.6,-1.7,5.4,89,994.4
1/22/13 00:00,0,0,0,-0.6,0,-0.7,-0.9,5.7,97,994.9
1/22/13 01:00,0,0,0,-1.4,0,-1.5,-1.6,5.4,98,995.1
1/22/13 02:00,0,0,0,-2,0,-2.1,-2.2,5.2,98,995.7
1/22/13 03:00,0,0,0,-1.9,0,-1.9,-2,5.3,99,995.9
1/22/13 04:00,0,0,0,-1.8,0,-1.9,-1.9,5.3,99,996.4
1/22/13 05:00,0,0,0,-2.6,0,-2.6,-2.6,5,99,997.1
1/22/13 06:00,0,0,0,-2.9,0,-2.9,-2.9,4.9,100,997.2
1/22/13 07:00,0,0,0,-3.1,0,-3.1,-3.1,4.9,100,997.9
1/22/13 08:00,0,0,0,-3.8,0,-3.8,-3.8,4.6,99,998.7
1/22/13 09:00,0,0,0,-3.3,0,-3.2,-3.2,4.8,100,999.7
1/22/13 10:00,0,0,0,-1.7,0,-1.7,-1.7,5.4,100,1000.3
1/22/13 11:00,0,0,0,-1.1,0,-1.1,-1.1,5.6,99,1001.1
1/22/13 12:00,0,0,0,-0.5,0,-0.5,-0.5,5.9,99,1001.6
1/22/13 13:00,0,0,0,0.1,0,0,0,6.1,99,1001.9
1/22/13 14:00,0,0,0,0.5,0,0.4,0.3,6.3,98,1002.4
1/22/13 15:00,0,0,0,1.2,0,1,0.8,6.5,97,1002.8
1/22/13 16:00,0,0,0,1.6,0,1.4,1.1,6.6,96,1003.5
1/22/13 17:00,0,0,0,1.3,0,1.1,0.9,6.5,97,1004.2
1/22/13 18:00,0,0,0,0.8,0,0.6,0.4,6.3,97,1004.9
1/22/13 19:00,0,0,0,-0.3,0,-0.4,-0.5,5.9,98,1005.6
1/22/13 20:00,0,0,0,-0.7,0,-0.7,-0.8,5.8,98,1006.1
1/22/13 21:00,0,0,0,0,0,0,0,6.1,99,1006.6
1/22/13 22:00,0,0,0,-0.3,0,-0.3,-0.4,5.9,99,1006.9
1/22/13 23:00,0,0,0,-0.6,0,-0.6,-0.6,5.8,99,1007.4
1/23/13 00:00,0,0,0,-0.1,0,-0.6,-1.4,5.5,91,1007.8
1/23/13 01:00,0,0,0,0.1,0,-0.3,-1.1,5.7,91,1007.9
1/23/13 02:00,0,0,0,0.5,0,0.1,-0.7,5.8,91,1007.9
1/23/13 03:00,0,0,0,-0.6,0,-1,-1.8,5.4,91,1007.8
1/23/13 04:00,0,0,0,-1.1,0,-1.5,-2.2,5.2,91,1007.5
1/23/13 05:00,0,0,0,-0.3,0,-0.7,-1.6,5.4,91,1007.6
1/23/13 06:00,0,0,0,-1.3,0,-1.7,-2.5,5.1,91,1007.9
1/23/13 07:00,0,0,0,0.2,0,-0.1,-0.8,5.7,92,1007.9
1/23/13 08:00,0,0,0,0.8,0,0.3,-0.5,5.9,90,1008.2
1/23/13 09:00,0,0,0,1.3,0,0.7,-0.5,5.9,88,1007.9
1/23/13 10:00,0,0,0,2.3,0,1.4,0,6.1,84,1007.6
1/23/13 11:00,0,0.1,0,3.3,0,2,-0.1,6,78,1007.4
1/23/13 12:00,0,0,0,3.7,0,2.3,0,6.1,77,1007.2
1/23/13 13:00,0,0,0,4,0,2.2,-1.1,5.7,69,1007.3
1/23/13 14:00,0,0,0,3.5,0,1.8,-1.2,5.6,71,1007.2
1/23/13 15:00,0,0,0,4,0,2,-1.5,5.5,67,1007.1
1/23/13 16:00,0,0,0,3.9,0,2,-1.3,5.6,69,1006.8
1/23/13 17:00,0,0,0,2.9,0,1.4,-1.3,5.5,73,1007.1
1/23/13 18:00,0,0,0,3,0,1.5,-1.1,5.7,74,1007.8
1/23/13 19:00,0,0,0,3.1,0,1.6,-0.9,5.7,75,1008.1
1/23/13 20:00,0,0,0,3.2,0,1.8,-0.7,5.8,75,1008.8
1/23/13 21:00,0,0,0,2.7,0,1.4,-1.1,5.6,76,1009.7
1/23/13 22:00,0,0,0,2.8,0,1.4,-1.2,5.6,74,1010.2
1/23/13 23:00,0,0,0,2.2,0,1.1,-0.8,5.7,80,1010.9
1/24/13 00:00,0,0,0,2,0,1.1,-0.4,5.9,83,1011.5
1/24/13 01:00,0,0,0,2.1,0,1.2,-0.4,5.9,83,1011.7
1/24/13 02:00,0,0,0,1.9,0,1.1,-0.3,6,85,1012.3
1/24/13 03:00,0,0,0,1.7,0,1,-0.4,5.9,86,1012.5
1/24/13 04:00,0,0,0,1.5,0,0.9,-0.4,6,87,1012.7
1/24/13 05:00,0,0,0,1.4,0,0.8,-0.4,5.9,87,1013.4
1/24/13 06:00,0,0,0,1.5,0,0.9,-0.3,6,87,1014.2
1/24/13 07:00,0,0,0,1.7,0,1,-0.1,6.1,87,1014.7
1/24/13 08:00,0,0,0,1.8,0,1.1,-0.1,6.1,87,1015.5
1/24/13 09:00,0,0,0,2,0,1.3,0,6.1,86,1015.7
1/24/13 10:00,0,0,0,2.9,0,2,0.3,6.3,83,1015.4
1/24/13 11:00,0,0,0,4,0,2.6,0.3,6.2,76,1016.1
1/24/13 12:00,0,0,0,4.1,0,2.7,0.4,6.3,77,1016.4
1/24/13 13:00,0,0,0,4.3,0,3,0.9,6.5,78,1016.1
1/24/13 14:00,0,0,0,5.2,0,3.6,1.2,6.7,75,1015.9
1/24/13 15:00,0,0,0,5.3,0,3.4,0.4,6.3,70,1015.7
1/24/13 16:00,0,0,0,4.7,0,3,0.4,6.3,73,1015.9
1/24/13 17:00,0,0,0,4.1,0,2.7,0.3,6.3,76,1015.9
1/24/13 18:00,0,0,0,4.9,0,3.2,0.5,6.4,73,1015.9
1/24/13 19:00,0,0,0,4.8,0,3.2,0.8,6.5,75,1015.4
1/24/13 20:00,0,0,0,4.9,0,3.3,0.9,6.5,75,1015.1
1/24/13 21:00,0,0,0,4.8,0,3.5,1.3,6.7,78,1014.9
1/24/13 22:00,0,0,0,5,0,3.7,1.7,6.9,79,1014.4
1/24/13 23:00,0,0,0,5,0,3.6,1.3,6.7,76,1014.1
1/25/13 00:00,0,0,0,5.2,0,3.7,1.4,6.8,76,1013.2
1/25/13 01:00,0,0,0,5.3,0,3.9,1.8,6.9,77,1012.9
1/25/13 02:00,0,0,0,5.4,0,4.1,2.1,7.1,79,1012.4
1/25/13 03:00,0,0,0,5.6,0,4.1,2,7,77,1011.8
1/25/13 04:00,0,0,0,5.7,0,4.3,2.1,7.1,77,1010.8
1/25/13 05:00,0,0.3,0,5.3,0,4.3,2.8,7.5,83,1010
1/25/13 06:00,0,1.1,0,5,0,4.2,3,7.6,86,1009.1
1/25/13 07:00,0,1,0,5.1,0,4.3,3.1,7.7,87,1007.9
1/25/13 08:00,0,0.2,0,5.3,0,4.3,3,7.6,85,1006.6
1/25/13 09:00,0,0,0,6.3,0,4.9,2.9,7.5,78,1005.7
1/25/13 10:00,0,0,0,7,0,5.2,2.8,7.5,74,1004.8
1/25/13 11:00,0,0,0,7.4,0,5.5,2.9,7.5,72,1003.7
1/25/13 12:00,0,0,0,7.7,0,5.8,3.3,7.7,73,1001.8
1/25/13 13:00,0,0,0,8.4,0,6.4,3.8,8,72,1000
1/25/13 14:00,0,1.1,0,8,0,6.7,5,8.7,81,998.3
1/25/13 15:00,0,1,0,8.6,0,6.6,4.1,8.2,73,996.3
1/25/13 16:00,0,0.1,0,8.4,0,6.9,5.1,8.8,79,995.4
1/25/13 17:00,0,3.4,0,7.9,0,6.9,5.6,9.1,85,995
1/25/13 18:00,0,2.4,0,7.7,0,6.9,5.8,9.2,87,994.5
1/25/13 19:00,0,4,0,7.9,0,7.2,6.4,9.6,89,994.4
1/25/13 20:00,0,3.2,0,7.8,0,6.8,5.7,9.2,86,995.3
1/25/13 21:00,0,0.6,0,7.3,0,6.3,5.1,8.8,85,996.2
1/25/13 22:00,0,0,0,6.7,0,5.4,3.8,8,81,998.1
1/25/13 23:00,0,0,0,5.9,0,4.3,1.8,7,74,1000.1
1/26/13 00:00,0,0,0,4.9,0,3.8,2.3,7.2,83,1001.7
1/26/13 01:00,0,0,0,4.3,0,3.4,1.8,7,83,1002.9
1/26/13 02:00,0,0,0,3.5,0,2.8,1.5,6.8,86,1004
1/26/13 03:00,0,0,0,3,0,2.4,1.4,6.8,89,1004.6
1/26/13 04:00,0,0,0,2.9,0,2.3,1.4,6.8,90,1004.7
1/26/13 05:00,0,0,0,2.4,0,1.8,1,6.5,90,1005.3
1/26/13 06:00,0,0,0,3.3,0,2.6,1.6,6.8,88,1005.4
1/26/13 07:00,0,0,0,3,0,2.4,1.4,6.8,89,1005.9
1/26/13 08:00,0,0,0,2.3,0,2,1.4,6.8,93,1006.3
1/26/13 09:00,0,0,0,3.2,0,2.9,2.4,7.3,94,1006
1/26/13 10:00,0,0,0,4.4,0,3.9,3.2,7.7,91,1005.6
1/26/13 11:00,0,0,0,6.4,0,5.6,4.4,8.4,87,1004.7
1/26/13 12:00,0,0,0,8.1,0,6.9,5.4,9,83,1003.5
1/26/13 13:00,0,0,0,8.6,0,7.1,5.3,8.9,79,1001.8
1/26/13 14:00,0,0.1,0,8.4,0,7.2,5.8,9.2,83,999.8
1/26/13 15:00,0,0,0,9.3,0,7.7,5.8,9.2,78,997.9
1/26/13 16:00,0,0.2,0,9.3,0,8.2,7,10,85,995.7
1/26/13 17:00,0,0.7,0,8.9,0,8.3,7.6,10.5,91,994.8
1/26/13 18:00,0,0.1,0,10.1,0,9.2,8.2,10.9,88,992.6
1/26/13 19:00,0,0,0,11.1,0,10,8.9,11.4,86,990
1/26/13 20:00,0,0,0,11.6,0,10.5,9.5,11.8,86,988.7
1/26/13 21:00,0,0,0,12,0,10.7,9.4,11.8,84,986.4
1/26/13 22:00,0,0,0,11.9,0,10.7,9.4,11.8,84,983.9
1/26/13 23:00,0,0.1,0,11.5,0,10.6,9.8,12.1,89,982.4
1/27/13 00:00,0,0.5,0,11.8,0,10.9,10.1,12.4,89,980.8
1/27/13 01:00,0,0.6,0,9.6,0,8.8,8,10.7,89,982
1/27/13 02:00,0,1.5,0,8.3,0,7.8,7.3,10.2,93,982
1/27/13 03:00,0,0.5,0,8.1,0,7.6,7,10,93,982.4
1/27/13 04:00,0,0,0,7.3,0,6.4,5.2,8.9,87,982.1
1/27/13 05:00,0,0,0,7.2,0,6,4.5,8.4,83,983
1/27/13 06:00,0,0.5,0,4.2,0,3.4,2.1,7.1,86,984.8
1/27/13 07:00,0,0,0,3.5,0,2.7,1.4,6.8,86,985.8
1/27/13 08:00,0,0,0,3.8,0,2.9,1.5,6.8,84,986.5
1/27/13 09:00,0,0.1,0,3.9,0,2.7,0.8,6.5,80,987.5
1/27/13 10:00,0,0,0,3.9,0,3,1.5,6.8,84,988.5
1/27/13 11:00,0,0,0,4.1,0,2.9,1,6.6,80,989
1/27/13 12:00,0,0,0,5.5,0,3.8,1.3,6.7,74,988.6
1/27/13 13:00,0,0,0,6.3,0,4.4,1.5,6.8,71,988.4
1/27/13 14:00,0,1.5,0,2.9,0,2.5,1.8,6.9,92,990.8
1/27/13 15:00,0,0,0,3.6,0,3,2,7.1,89,991.1
1/27/13 16:00,0,0,0,3.9,0,3.1,2,7.1,87,991.1
1/27/13 17:00,0,0.1,0,3.1,0,2.6,2,7,92,992.1
1/27/13 18:00,0,0.5,0,3,0,2.6,2.2,7.1,94,992.9
1/27/13 19:00,0,0.6,0,2.6,0,2.1,1.3,6.7,91,994
1/27/13 20:00,0,0,0,2.6,0,2,1,6.6,89,994.8
1/27/13 21:00,0,0,0,3,0,2.2,1,6.6,86,995.3
1/27/13 22:00,0,0,0,2.8,0,2,0.5,6.3,84,995.8
1/27/13 23:00,0,0,0,2.4,0,1.8,0.8,6.5,89,996.9
1/28/13 00:00,0,0,0,2.6,0,1.8,0.5,6.3,86,998
1/28/13 01:00,0,0,0,2.7,0,1.9,0.5,6.3,85,998.3
1/28/13 02:00,0,0,0,2.8,0,1.9,0.4,6.3,84,999.7
1/28/13 03:00,0,0,0,3.4,0,2.4,0.7,6.4,82,999.7
1/28/13 04:00,0,0,0,3.4,0,2.3,0.4,6.3,80,999.6
1/28/13 05:00,0,0,0,3.3,0,2.2,0.3,6.3,81,999.9
1/28/13 06:00,0,0,0,3.5,0,2.3,0.3,6.2,79,999.8
1/28/13 07:00,0,0,0,4,0,2.7,0.5,6.3,78,999.4
1/28/13 08:00,0,0,0,5.1,0,3.6,1.3,6.7,76,998.6
1/28/13 09:00,0,0.1,0,6.1,0,4.9,3.1,7.7,81,997.1
1/28/13 10:00,0,0.5,0,6,0,5.1,3.9,8.1,86,994.8
1/28/13 11:00,0,0.3,0,7.7,0,6.3,4.6,8.5,80,991.2
1/28/13 12:00,0,0,0,9.1,0,7.5,5.5,9.1,78,987.8
1/28/13 13:00,0,0.2,0,10.8,0,9,7,10,77,985.4
1/28/13 14:00,0,0,0,10.4,0,8.1,5.5,9.1,72,985.6
1/28/13 15:00,0,0,0,10.7,0,8.4,5.6,9.1,70,985.6
1/28/13 16:00,0,0.4,0,10.4,0,7.9,4.9,8.7,68,986
1/28/13 17:00,0,0,0,10,0,7.6,4.8,8.6,70,986.9
1/28/13 18:00,0,0,0,9.8,0,7.5,4.8,8.6,71,987.9
1/28/13 19:00,0,0,0,9.7,0,7.2,3.8,8,66,988.5
1/28/13 20:00,0,0,0,9.4,0,7.1,4.3,8.3,70,989.3
1/28/13 21:00,0,0,0,9.4,0,7.2,4.4,8.4,71,990.5
1/28/13 22:00,0,0,0,9.4,0,7.2,4.6,8.5,72,992
1/28/13 23:00,0,0,0,9.4,0,7.4,4.9,8.7,73,993.6
1/29/13 00:00,0,0,0,8.9,0,7.2,5.2,8.8,77,995.2
1/29/13 01:00,0,0,0,8.4,0,6.9,5.1,8.8,79,995.6
1/29/13 02:00,0,0,0,8,0,6.8,5.3,8.9,83,996.1
1/29/13 03:00,0,0,0,7.8,0,6.5,4.8,8.6,81,995.9
1/29/13 04:00,0,0,0,7.2,0,5.9,4.2,8.3,81,997.3
1/29/13 05:00,0,0,0,6.8,0,5.6,3.9,8.1,81,997.5
1/29/13 06:00,0,0,0,6.5,0,5.4,3.8,8,82,997
1/29/13 07:00,0,0,0,7.1,0,5.8,4.1,8.2,81,996.1
1/29/13 08:00,0,0,0,7.6,0,6.1,4.2,8.2,79,994.5
1/29/13 09:00,0,0,0,7.8,0,6.9,5.9,9.3,88,993.4
1/29/13 10:00,0,0.1,0,9.7,0,8.7,7.7,10.5,87,991.9
1/29/13 11:00,0,0,0,12.4,0,11.2,10,12.3,85,990.4
1/29/13 12:00,0,0,0,13.6,0,12.1,10.7,12.9,82,988.9
1/29/13 13:00,0,0,0,13.9,0,12.4,10.9,13.1,82,988.1
1/29/13 14:00,0,0,0,13.9,0,12.4,11.1,13.2,83,987.4
1/29/13 15:00,0,0,0,13.8,0,12.4,11.2,13.3,84,986.9
1/29/13 16:00,0,2.9,0,9,0,8.4,7.7,10.5,91,989.8
